"","Predicted_Prob","Actual_Labels"
"104",0.588272695607572,0
"105",0.402430149064666,1
"106",0.48970176797178,1
"107",0.442276984108541,1
"108",0.466143023382196,1
"109",0.411987856425125,1
"110",0.356033009477762,0
"111",0.462310986000818,0
"112",0.44468359203642,0
"113",0.409381771811294,1
"114",0.317286752252393,1
"115",0.49024771030255,1
"116",0.510226752730782,0
"117",0.424804289744069,1
"118",0.395714155376857,0
"119",0.371922729742121,0
"120",0.468475096295035,1
"121",0.512136367884474,1
"122",0.421467431766056,0
"123",0.369483646470634,0
"124",0.394077366257968,1
"125",0.411571380834112,1
"126",0.558755057433928,1
"127",0.392355304356107,1
"128",0.3862641091938,0
"129",0.391581386691165,0
"130",0.374250590470316,0
"131",0.518168607314806,1
"132",0.403570465503858,1
"133",0.441019635508408,0
"134",0.544299690431475,0
"135",0.554336519913356,1
"136",0.359186192077316,0
"137",0.333355785015007,0
"138",0.32238062521716,1
"139",0.362365464732138,1
"140",0.418972927037313,0
"141",0.476877936737262,0
"142",0.425490560301588,1
"143",0.437443164103687,0
"144",0.493493194034076,0
"145",0.466136761933901,0
"146",0.409261116232916,0
"147",0.367329409289953,1
"148",0.409200730415802,1
"149",0.436668420886783,1
"150",0.533460773349253,1
"151",0.444271118311637,1
"152",0.509372762978537,0
"153",0.505352325319437,1
"154",0.5509841232876,0
"155",0.631446425928017,0
"156",0.441374419331206,0
"157",0.320602382913115,0
"158",0.384111183290302,0
"159",0.563852060977083,0
"160",0.621448349271537,1
"161",0.295867361238169,1
"162",0.327288596427393,1
"163",0.509579574671643,0
"164",0.510697161873765,1
"165",0.393250759034457,0
"166",0.33916121403551,1
"167",0.486789442490457,1
"168",0.504548038129403,1
"169",0.357829316276122,0
"170",0.629641026042274,1
"171",0.37949598087973,1
"172",0.398222034878642,0
"173",0.361097344445545,1
"174",0.32703508184893,0
"175",0.339918958873327,0
"176",0.568245732476471,1
"177",0.454603773764365,0
"178",0.325827254431203,1
"179",0.485866263300864,0
"180",0.531408120094468,0
"181",0.296038575869432,0
"182",0.499173084518682,0
"183",0.638182500932624,1
"184",0.498131155009089,1
"185",0.647407294774789,0
"186",0.478797017758033,1
"187",0.376329250543423,1
"188",0.384735467806793,1
"189",0.555996796467278,1
"190",0.362477566264112,0
"191",0.475892863391925,0
"192",0.337060267236729,1
"193",0.35458780904312,1
"194",0.459536812732168,0
"195",0.398003055756401,1
"196",0.419553437459341,1
"197",0.482959725249109,1
"198",0.365669183837441,0
"199",0.366380067121463,1
"200",0.583036428486274,1
"201",0.428115675205834,0
"202",0.395923211094812,1
"203",0.535422308005284,1
"204",0.531594088925845,1
"205",0.361364916087941,0
"206",0.343676565804263,1
"207",0.452299427500862,0
"208",0.42363945780325,1
"209",0.485619393580323,1
"210",0.6901776921667,1
"211",0.445694958828508,0
"212",0.381212585042663,1
"213",0.578791662672395,1
"214",0.495490252731778,1
"215",0.378631187537491,1
"216",0.41682622563729,0
"217",0.459473241438208,0
"218",0.488808507700941,1
"219",0.501640565332527,0
"220",0.44705006086864,1
"221",0.47008186398393,1
"222",0.415710466897748,1
"223",0.355660121250641,1
"224",0.472620599200427,0
"225",0.41841370879339,0
"226",0.431989146080516,1
"227",0.375796822609499,0
"228",0.710042066783157,1
"229",0.307069502650058,1
"230",0.447022884645809,0
"231",0.588849139980164,0
"232",0.398696160487457,0
"233",0.354929195421315,0
"234",0.386726081221853,1
"235",0.413683249282949,0
"236",0.458407939903272,0
"237",0.407837296558779,1
"238",0.359696757202701,1
"239",0.42024175170604,1
"240",0.458346619056904,0
"241",0.546346846681237,1
"242",0.528181976091521,0
"243",0.458493462554319,0
"244",0.372306864567779,0
"245",0.405233769112117,1
"246",0.507990086287362,1
"247",0.607490893094481,1
"248",0.57012014781307,0
"249",0.417948792862402,1
"250",0.423531046043237,1
"251",0.599405533069172,0
"252",0.522024724945005,0
"253",0.49109827931163,1
"254",0.553060005499201,1
"255",0.380344940669569,1
"256",0.366493495298321,0
"257",0.640459086660319,1
"258",0.417269676531183,0
"259",0.456232068771129,1
"260",0.53258839858984,1
"261",0.460498870874203,1
"262",0.438180818325246,0
"263",0.528335555469448,0
"264",0.453318869086171,1
"265",0.384708996016141,0
"266",0.431743980943528,0
"267",0.427586048792673,1
"268",0.492586032322651,0
"269",0.413103027830899,1
"270",0.46007506995179,0
"271",0.580149944224716,1
"272",0.434377999654296,0
"273",0.396828935603441,0
"274",0.377519310997817,0
"275",0.35488523857356,1
"276",0.435230302290363,1
"277",0.673293372992312,1
"278",0.340618075490433,0
"279",0.470129098037582,0
"280",0.47083050358133,0
"281",0.426323806441882,1
"282",0.579714143168903,1
"283",0.503233982368086,1
"284",0.596371704353894,1
"285",0.327599631419513,0
"286",0.510911154893428,1
"287",0.260854983187957,0
"288",0.48818872813037,0
"289",0.492728282812626,0
"290",0.463648635080331,1
"291",0.411149600492349,0
"292",0.567310947474522,1
"293",0.539561612727608,1
"294",0.407652079434983,0
"295",0.455840426389376,0
"296",0.245219102704291,0
"297",0.452874000313371,1
"298",0.475517505319349,1
"299",0.539595953636641,0
"300",0.487258474613441,1
"301",0.645084476723608,0
"302",0.526065295776828,0
"303",0.394793483057347,0
"304",0.3407673792347,0
"305",0.380953143806751,1
"306",0.560991061868796,1
"307",0.444173233144008,1
"308",0.235792062563785,0
"309",0.438209281991475,0
"310",0.42638356273235,0
"311",0.468823730397983,0
"312",0.266811090002229,0
"313",0.437501419106496,0
"314",0.43186961715522,1
"315",0.72108664221036,1
"316",0.336206923938221,1
"317",0.491710904789467,0
"318",0.695272062069205,1
"319",0.284442702545137,0
"320",0.243359738641785,0
"321",0.393386135166449,1
"322",0.446603555414932,0
"323",0.309626155860082,1
"324",0.430781509772084,1
"325",0.408648580829203,0
"326",0.373021439541078,1
"327",0.532978928515119,0
"328",0.57777923875522,1
"329",0.335402556683051,0
"330",0.639093142397705,0
"331",0.450508033988415,1
"332",0.291610249767073,0
"333",0.322089888002533,0
"334",0.236816238651903,0
"335",0.389770939896227,0
"336",0.522433676397791,1
"337",0.458061827813334,0
"338",0.449653341573796,1
"339",0.396148251787316,1
"340",0.320113201638676,1
"341",0.335246671535123,0
"342",0.326390410145571,1
"343",0.229131184131353,0
"344",0.297142297917041,0
"345",0.63857779712855,1
"346",0.366933445319343,1
"347",0.361675050555743,1
"348",0.601847477377095,1
"349",0.315920755594564,0
"350",0.355354216706364,0
"351",0.388803935954033,1
"352",0.466753100174968,0
"353",0.364123328914502,1
"354",0.316785920732047,0
"355",0.404107212779026,1
"356",0.404721936208089,0
"357",0.326167978983266,0
"358",0.360598752128971,0
"359",0.352575782956292,1
"360",0.427650935100414,0
"361",0.395210060747806,0
"362",0.343950481603022,0
"363",0.440425777175966,0
"364",0.340931194056818,0
"365",0.277658151414189,0
"366",0.41122591644307,0
"367",0.308651949242279,0
"368",0.293925094316301,1
"369",0.531772114874026,1
"370",0.400374336292687,0
"371",0.438307347363735,0
"372",0.37033233050728,1
"373",0.52691710269193,1
"374",0.494247042173695,0
"375",0.370049604844583,0
"376",0.285158895513398,0
"377",0.490489218969113,1
"378",0.545979645316035,0
"379",0.389528973905865,0
"380",0.434985833459828,0
"381",0.451877505274505,0
"382",0.387568216332339,0
"383",0.398176369640044,1
"384",0.375668218404556,1
"385",0.430323008426469,1
"386",0.536075496758169,1
"387",0.313098984976811,1
"388",0.501891564838983,1
"389",0.445726631414395,0
"390",0.463821311776049,1
"391",0.624334426364117,1
"392",0.72057841880389,1
"393",0.596384202827479,0
"394",0.32329044715372,1
"395",0.486600593576939,1
"396",0.535030992406402,0
"397",0.352905851567339,1
"398",0.312138926124734,1
"399",0.505124390587773,0
"400",0.373812601897515,1
"401",0.602043894931511,1
"402",0.47089857570164,1
"403",0.463071141355045,0
"404",0.480955755869654,0
"405",0.427094812436371,1
"406",0.258200897850041,1
"407",0.479591051982716,0
"408",0.414674680339708,0
"409",0.569930588176046,1
"410",0.5588303873428,1
"411",0.609992838810696,1
"412",0.361215413298133,1
"413",0.551022475191924,1
"414",0.419368989156358,1
"415",0.378475864556481,1
"416",0.561867001567474,0
"417",0.573359505722385,0
"418",0.403567267002493,0
"419",0.396807523971641,0
"420",0.518617803276285,1
"421",0.564242792958859,1
"422",0.243192695044425,0
"423",0.630919392548762,0
"424",0.754759619842706,0
"425",0.421179625499946,0
"426",0.584629438153342,1
"427",0.316680160741977,0
"428",0.382857775968618,0
"429",0.413600365578159,1
"430",0.408155517956671,1
"431",0.329618891133814,0
"432",0.327680334351252,0
"433",0.336308827009887,1
"434",0.312374509592948,1
"435",0.514265503388404,1
"436",0.284321524884909,0
"437",0.395884102764519,1
"438",0.43028541965209,1
"439",0.452948595132494,1
"440",0.445401362958537,0
"441",0.3709263299801,1
"442",0.436038345504126,0
"443",0.545426383580393,1
"444",0.421026269808849,0
"445",0.371084116514122,0
"446",0.342041866834636,0
"447",0.41167162788629,1
"448",0.382045430917331,0
"449",0.309466531395875,0
"450",0.319346115172104,1
"451",0.368359505963522,0
"452",0.319888024514175,0
"453",0.288792481961008,1
"454",0.512987830314854,0
"455",0.405834524302829,0
"456",0.373695811849212,1
"457",0.34609391798033,0
"458",0.499587144640254,1
"459",0.48265627068712,1
"460",0.445852551382393,0
"461",0.36105351108043,0
"462",0.706898326400713,1
"463",0.428489524376242,1
"464",0.352040526571202,0
"465",0.400983203764361,0
"466",0.410999026564258,0
"467",0.64592558857504,0
"468",0.364185354602753,1
"469",0.303325478765069,0
"470",0.420287425675514,1
"471",0.341389176086187,0
"472",0.626817943886438,0
"473",0.272520514703325,0
"474",0.506444546925017,1
"475",0.35610279016133,0
"476",0.356038410469082,1
"477",0.3051967372539,1
"478",0.22814719900463,0
"479",0.400111517933969,0
"480",0.411489785184995,1
"481",0.453891200830808,0
"482",0.440618123392292,1
"483",0.451875318142037,0
"484",0.735837373411685,1
"485",0.521934857875575,1
"486",0.452664490041019,1
"487",0.275304540312859,0
"488",0.410097783151655,0
"489",0.408656501716269,1
"490",0.381715528429215,0
"491",0.330997045180751,0
"492",0.327038109631573,0
"493",0.515013551235972,0
"494",0.431009023927533,1
"495",0.412871807571893,1
"496",0.355322010623559,0
"497",0.321963180676098,1
"498",0.476355691780614,1
"499",0.646628062120775,1
"500",0.40757815539853,0
"501",0.470015920116673,1
"502",0.536973873837209,1
"503",0.427113922857163,1
"504",0.4319532450529,1
"505",0.654940775002601,0
"506",0.396293928233247,1
"507",0.419411870603165,0
"508",0.485243636862446,1
"509",0.253671727192129,0
"510",0.503650365163512,1
"511",0.668225395873245,1
"512",0.376598173790834,0
"513",0.521252042309517,1
"514",0.319054073218683,0
"515",0.799764276710227,1
"516",0.355211885232901,0
"517",0.279667805250776,0
"518",0.358604583854853,0
"519",0.376690159701176,0
"520",0.649896806486656,1
"521",0.415142414114816,0
"522",0.348512220061585,1
"523",0.449472129278308,0
"524",0.39003300230956,0
"525",0.262813434237915,0
"526",0.315504373436006,1
"527",0.401781352442253,1
"528",0.366917891696053,1
"529",0.465439981711318,0
"530",0.457357705297269,0
"531",0.399145495653136,1
"532",0.638407022637294,1
"533",0.524743422411435,0
"534",0.373424970432061,1
"535",0.464442232269697,0
"536",0.384038693743882,1
"537",0.326363696540225,1
"538",0.418964961866228,1
"539",0.411915185105622,0
"540",0.459640547903017,0
"541",0.396784545418218,0
"542",0.343269110374471,0
"543",0.483554719689452,1
"544",0.383073215379894,1
"545",0.269930781130683,0
"546",0.393351871807414,0
"547",0.507552329905055,0
"548",0.257795242169462,0
"549",0.338644037170916,0
"550",0.464537455024532,1
"551",0.256305428265904,0
"552",0.377770649494385,0
"553",0.308083838679889,0
"554",0.293168679510542,1
"555",0.365611919743386,1
"556",0.37048786339722,0
"557",0.40632716814648,1
"558",0.389492379240402,0
"559",0.359123463505195,1
"560",0.428163344689508,0
"561",0.410243022217705,0
"562",0.445289537170957,1
"563",0.34754661522285,0
"564",0.360013171784933,1
"565",0.439135624295545,1
"566",0.295722909439525,1
"567",0.522241863690468,1
"568",0.527520451004764,1
"569",0.407989805453483,1
"570",0.366758681350259,0
"571",0.470934796536397,0
"572",0.375787485431856,0
"573",0.510233813223511,1
"574",0.596202661388717,0
"575",0.635786828793976,0
"576",0.376120669514611,0
"577",0.398325820065423,0
"578",0.270361192918528,1
"579",0.322195550345478,0
"580",0.333578534054562,1
"581",0.342161113777294,0
"582",0.40414281695441,1
"583",0.714987854850257,1
"584",0.506731073127498,1
"585",0.574012076820052,1
"586",0.493853041535017,1
"587",0.372175641610761,1
"588",0.485816070920739,0
"589",0.424066368744513,0
"590",0.38986331933102,0
"591",0.366185719014807,0
"592",0.431109639073848,0
"593",0.294538345128746,0
"594",0.280095049806194,0
"595",0.418538788005739,0
"596",0.343598345555553,1
"597",0.52009208043094,1
"598",0.428905281743303,1
"599",0.427031665904199,0
"600",0.290154250575592,0
"601",0.222771643481189,0
"602",0.280679517402034,0
"603",0.443121526292943,1
"604",0.419689633693049,1
"605",0.421162394620083,0
"606",0.563709568711137,0
"607",0.503012057525597,1
"608",0.49158137189812,1
"609",0.445358986097922,0
"610",0.567160198949398,1
"611",0.551704631883403,1
"612",0.574245384057439,0
"613",0.495879941147205,1
"614",0.384471009753747,1
"615",0.358522530971481,0
"616",0.304922487873163,1
"617",0.241942672362292,0
"618",0.383992181251188,0
"619",0.351533573957851,0
"620",0.405558487793384,0
"621",0.283038232004905,0
"622",0.433578134578578,1
"623",0.357660817761089,0
"624",0.450927103564763,1
"625",0.425795905481548,1
"626",0.457669727774778,1
"627",0.285155464163244,1
"628",0.345143012414278,0
"629",0.23024233909699,1
"630",0.472924438274293,0
"631",0.487366952197965,0
"632",0.316184800309716,1
"633",0.334462361647149,0
"634",0.587349524055875,1
"635",0.693749983117316,0
"636",0.466005443700656,1
"637",0.320702660733508,0
"638",0.415609972253077,1
"639",0.605267044221683,1
"640",0.371674363695199,0
"641",0.49482241393205,1
"642",0.373171408993693,1
"643",0.363835572614545,0
"644",0.385497421513544,1
"645",0.462577291478489,0
"646",0.87665365755737,1
"647",0.629270974119623,1
"648",0.483546174320402,0
"649",0.482132568440464,0
"650",0.556287820961531,1
"651",0.321236589244864,1
"652",0.332346926972899,1
"653",0.436410540654094,1
"654",0.471954345005498,1
"655",0.314008825155835,0
"656",0.379259060928085,0
"657",0.466728560947987,1
"658",0.39995159138422,0
"659",0.616699908420667,1
"660",0.531087825365667,1
"661",0.763020550225405,1
"662",0.431716816049904,1
"663",0.272631234481301,0
"664",0.358510027253129,0
"665",0.301410364037673,1
"666",0.347788767457022,1
"667",0.47384971111999,1
"668",0.431097542577482,1
"669",0.326351057512761,1
"670",0.341876010870017,0
"671",0.553627711081702,1
"672",0.343861332096411,0
"673",0.367234590572823,0
"674",0.29522586610599,0
"675",0.263273823763001,1
"676",0.563073381413759,1
"677",0.424763085790837,1
"678",0.489059247851008,1
"679",0.393135271734534,0
"680",0.320781066259065,0
"681",0.290550747361532,1
"682",0.365225588916883,1
"683",0.394523992284057,0
"684",0.453940404911148,1
"685",0.314547014703767,1
"686",0.59725901967157,1
"687",0.464328844317534,0
"688",0.344468948138741,0
"689",0.391593669790193,1
"690",0.274544556893677,1
"691",0.46176259661287,1
"692",0.468172059702188,0
"693",0.367213520170437,0
"694",0.298040584006085,0
"695",0.301580050822024,1
"696",0.390334084250835,0
"697",0.308804820847404,1
"698",0.433123121936851,0
"699",0.348659313905082,0
"700",0.86134973273657,1
"701",0.379435585268945,0
"702",0.276013466450925,0
"703",0.423259271264692,1
"704",0.32837799692584,1
"705",0.427445172719846,0
"706",0.480022931200898,0
"707",0.381909947165798,1
"708",0.701633700812749,1
"709",0.329953198192956,0
"710",0.494485138387716,0
"711",0.439679224571747,1
"712",0.432661477951809,0
"713",0.438920951456695,1
"714",0.559073186569218,1
"715",0.437652613898905,0
"716",0.321822785369504,1
"717",0.37079623022534,1
"718",0.500785985808548,0
"719",0.47983555991048,0
"720",0.376904609606566,0
"721",0.522839533563699,0
"722",0.456968563213817,0
"723",0.372742977823453,1
"724",0.697238145628963,0
"725",0.524572623173525,0
"726",0.253077741807714,0
"727",0.429846188037922,1
"728",0.210598851930432,1
"729",0.337782076483049,0
"730",0.440703385543272,1
"731",0.489693427240133,1
"732",0.388259123361795,1
"733",0.428269076525585,0
"734",0.35539372380538,0
"735",0.64865122525724,0
"736",0.453941554683573,0
"737",0.594674110426327,0
"738",0.835458226396888,1
"739",0.682297816612905,0
"740",0.396644299311621,0
"741",0.693220593342675,0
"742",0.455302527897378,1
"743",0.450025930251489,1
"744",0.427194038583549,0
"745",0.412674183597245,0
"746",0.488133192469848,1
"747",0.339324829592581,1
"748",0.355469639912014,0
"749",0.487441856486502,0
"750",0.327538675568321,1
"751",0.483543857920304,1
"752",0.357178780505381,1
"753",0.404824441081682,0
"754",0.331409879931197,1
"755",0.37013602039677,0
"756",0.363759203158673,1
"757",0.420114056992985,1
"758",0.260165327605766,1
"759",0.379970282443187,0
"760",0.567919510787658,1
"761",0.57419781160828,1
"762",0.37614554124308,0
"763",0.412112541823387,0
"764",0.421955194888949,0
"765",0.262285928528214,0
"766",0.254957480446158,1
"767",0.476917669158986,0
"768",0.620169112615131,1
"769",0.415691832040858,0
"770",0.366341723320817,1
"771",0.554424723429484,1
"772",0.490139101414095,0
"773",0.365438458346378,0
"774",0.378137461361579,0
"775",0.385144216269672,1
"776",0.390158735064304,1
"777",0.241562580533933,0
"778",0.581090967578495,1
"779",0.641789478923227,0
"780",0.568791946472232,1
"781",0.526188622893279,1
"782",0.453030042930275,0
"783",0.439211153935943,1
"784",0.422644403060988,1
"785",0.626299390114233,1
"786",0.430819697480803,1
"787",0.645700161846321,1
"788",0.70209792732712,1
"789",0.586540811939602,0
"790",0.430675119736039,0
"791",0.394403568304262,0
"792",0.458384059540271,1
"793",0.418356344125557,1
"794",0.283560015284876,0
"795",0.485094391761935,0
"796",0.454787563032966,1
"797",0.457709538572792,1
"798",0.47964153981083,0
"799",0.508823076138227,1
"800",0.471022004770781,0
"801",0.526716509561139,1
"802",0.528310237964445,1
"803",0.516211280045174,1
"804",0.412462681556674,1
"805",0.340282543856549,1
"806",0.432976644935703,0
"807",0.477401515837214,1
"808",0.397135195402408,0
"809",0.377352873246065,1
"810",0.410115821150412,0
"811",0.245064791301652,1
"812",0.428604859925151,0
"813",0.397019379888407,1
"814",0.492116880148123,1
"815",0.731801801981617,1
"816",0.289686057635838,0
"817",0.367643304696171,1
"818",0.285523349987146,1
"819",0.40983617528119,0
"820",0.475770173301529,1
"821",0.235471715519261,0
"822",0.590070319075018,1
"823",0.354053515037473,0
"824",0.406388776881261,0
"825",0.503050250137439,0
"826",0.44009949168329,0
"827",0.412105990506101,1
"828",0.424456193943817,1
"829",0.563039803774463,1
"830",0.572602154144284,1
"831",0.422387138518309,0
"832",0.615663031027012,1
"833",0.341965521664301,0
"834",0.318631284984597,0
"835",0.536146038807178,0
"836",0.355758563058279,1
"837",0.309031043605517,0
"838",0.454790107279552,1
"839",0.409275126988915,0
"840",0.475612451354799,1
"841",0.365014555956614,1
"842",0.367588366953545,1
"843",0.563400301241638,1
"844",0.380869483200663,0
"845",0.336889655207409,0
"846",0.611560262848752,1
"847",0.541543940048251,1
"848",0.348001979015739,1
"849",0.402353043646299,1
"850",0.322689867348007,0
"851",0.600521157195164,1
"852",0.458377738525531,0
"853",0.671991725960492,1
"854",0.741129756710379,1
"855",0.385405967557219,1
"856",0.643023329518433,1
"857",0.464462224574423,0
"858",0.467264331173185,1
"859",0.305143658863654,0
"860",0.308526481013817,1
"861",0.351784873265436,0
"862",0.484421634858027,0
"863",0.345177978405864,0
"864",0.485939155810713,0
"865",0.477793925157801,1
"866",0.495449680890449,0
"867",0.374375050071635,1
"868",0.432614154063123,0
"869",0.356787866210843,1
"870",0.433751735840192,0
"871",0.619877216055788,1
"872",0.378752619199315,0
"873",0.252093744548238,1
"874",0.403823110722683,1
"875",0.359665034360817,1
"876",0.469422958755954,1
"877",0.373463076926303,0
"878",0.418912727026211,0
"879",0.356636675177625,0
"880",0.382980597037231,1
"881",0.411713068910822,1
"882",0.431420490751294,1
"883",0.403614962608662,1
"884",0.377546593679437,1
"885",0.431525310155976,0
"886",0.697422547814104,1
"887",0.927015633869062,0
"888",0.468390922025463,1
"889",0.534240327369149,1
"890",0.697757414627966,1
"891",0.208885767694758,1
"892",0.339837378687025,0
"893",0.373204315262514,0
"894",0.343794292455607,1
"895",0.478481652964597,0
"896",0.387778476560113,0
"897",0.615517560623083,1
"898",0.230930594888216,0
"899",0.37576868319554,0
"900",0.375243706948366,1
"901",0.665600308115389,1
"902",0.456210926449833,0
"903",0.302705696372879,0
"904",0.352817051963314,0
"905",0.334661364128582,1
"906",0.382770252564023,1
"907",0.742141724589426,1
"908",0.36778558539624,0
"909",0.64386151500442,0
"910",0.368030590785513,1
"911",0.28685458857662,0
"912",0.570557521775099,0
"913",0.513771024912971,0
"914",0.439333946813891,1
"915",0.327714867510693,0
"916",0.552056238058256,1
"917",0.843874984040935,1
"918",0.245017628445884,0
"919",0.441344939583826,0
"920",0.326435005290889,0
"921",0.477398656311347,1
"922",0.312691949960101,0
"923",0.337306740086135,0
"924",0.249421314542684,0
"925",0.255913863494986,0
"926",0.318403312061676,0
"927",0.332792117745964,0
"928",0.282374084616868,0
"929",0.344291683935569,1
"930",0.420602112547531,1
"931",0.469935006589028,1
"932",0.36059288966341,0
"933",0.407317216326384,0
"934",0.523669376090517,0
"935",0.351099814165205,0
"936",0.410190668177134,0
"937",0.458896199487812,1
"938",0.264114018714528,0
"939",0.370928288639027,1
"940",0.449386104611169,0
"941",0.473571383727516,0
"942",0.34943975334679,1
"943",0.555111498778463,0
"944",0.399478662965737,1
"945",0.453384303023201,0
"946",0.685457222668351,1
"947",0.381708683792215,0
"948",0.471567202210808,0
"949",0.650012745167487,1
"950",0.505278153460418,1
"951",0.614655505925793,0
"952",0.569414821380036,1
"953",0.531453710103889,1
"954",0.422351289251424,1
"955",0.448132964653194,1
"956",0.74811972346599,1
"957",0.324810268822814,1
"958",0.336464406119668,0
"959",0.423305006767718,1
"960",0.403203514886534,1
"961",0.373589883384321,0
"962",0.481598981438207,0
"963",0.553416373030669,0
"964",0.311586826230063,0
"965",0.45099250757735,0
"966",0.275827091856771,0
"967",0.537951524089009,1
"968",0.576430586516502,1
"969",0.387709233508958,0
"970",0.436857164295836,0
"971",0.578773274769096,0
"972",0.378070053521746,1
"973",0.278454944638141,0
"974",0.283827878318594,0
"975",0.366805604723325,0
"976",0.344706811903812,1
"977",0.458898714308706,0
"978",0.395504640391905,0
"979",0.399609588922158,1
"980",0.382937188992089,1
"981",0.510383864768597,1
"982",0.410945308788933,1
"983",0.394739203320755,1
"984",0.703082354564854,1
"985",0.286354694337233,0
"986",0.43600848622732,0
"987",0.419711957067907,1
"988",0.257627693006007,0
"989",0.35985737538743,1
"990",0.481727087578327,0
"991",0.439214065343036,1
"992",0.479680221546499,0
"993",0.294864398462426,1
"994",0.436445444336694,0
"995",0.358025649234359,0
"996",0.389589739534302,1
"997",0.36778488723735,1
"998",0.694755604908016,1
"999",0.431866391075658,1
"1000",0.381955802899077,1
"1001",0.350710212288871,0
"1002",0.55759370728629,1
"1003",0.578968066998287,0
"1004",0.24756685563908,0
"1005",0.552277183458772,1
"1006",0.459512966566676,0
"1007",0.398384655994811,0
"1008",0.483641148044201,0
"1009",0.486688810032954,1
"1010",0.427313010213958,1
"1011",0.384367843263981,1
"1012",0.47833467736596,0
"1013",0.565468458359407,1
"1014",0.429099675330227,1
"1015",0.332699572512732,0
"1016",0.489669237166534,0
"1017",0.404727634297274,0
"1018",0.383011415088149,0
"1019",0.351885578658827,0
"1020",0.458938802058037,1
"1021",0.526468302713784,0
"1022",0.366962957548908,0
"1023",0.308445854496515,0
"1024",0.540966766230957,0
"1025",0.359499878969412,0
"1026",0.559093170430893,1
"1027",0.546871891295263,1
"1028",0.428634369897674,0
"1029",0.298333646660193,0
"1030",0.620788397413609,1
"1031",0.51812734082457,0
"1032",0.490415757469421,0
"1033",0.388010040556191,0
"1034",0.438579937033404,1
"1035",0.437317399811128,0
"1036",0.415746511168356,0
"1037",0.461588281233788,1
"1038",0.835906076067275,1
"1039",0.292667876774211,0
"1040",0.412871753376342,0
"1041",0.305450916183884,0
"1042",0.327610686449068,1
"1043",0.546755558404079,1
"1044",0.504584569928002,1
"1045",0.886113968136394,0
"1046",0.258017005457785,0
"1047",0.308727142084452,1
"1048",0.578616990613538,1
"1049",0.35924466284681,1
"1050",0.413195730737062,1
"1051",0.259097772340015,1
"1052",0.48913743428875,0
"1053",0.408251591395771,0
"1054",0.410029065784853,1
"1055",0.436254503230484,0
"1056",0.649824075216247,0
"1057",0.339577752201135,0
"1058",0.246665961199549,0
"1059",0.313474509742771,1
"1060",0.454558078880634,1
"1061",0.369246540360983,1
"1062",0.347373638094677,0
"1063",0.374303539269181,0
"1064",0.313997638717477,1
"1065",0.373235204158343,0
"1066",0.469968592722106,1
"1067",0.266906162750796,0
"1068",0.438980644809927,0
